VARIABLES = "X", "Y", "Z"
Zone T="FFD_vol0" I=10 J=2 K=2
SOLUTIONTIME=1.000000
DATAPACKING=POINT
-0.001000 -0.170000 0.000000 
0.110333 -0.241524 0.000000 
0.221667 -0.341747 0.000000 
0.333000 -0.286667 0.000000 
0.444333 -0.148951 0.000000 
0.555667 -0.137840 0.000000 
0.667000 -0.253333 0.000000 
0.778333 -0.286191 0.000000 
0.889667 -0.163746 0.000000 
1.001000 -0.070000 0.000000 
-0.001000 0.270000 0.000000 
0.110333 0.302574 0.000000 
0.221667 0.253768 0.000000 
0.333000 0.176699 0.000000 
0.444333 0.171194 0.000000 
0.555667 0.218806 0.000000 
0.667000 0.213301 0.000000 
0.778333 0.136232 0.000000 
0.889667 0.087426 0.000000 
1.001000 0.120000 0.000000 
-0.001000 -0.170000 1.000000 
0.110333 -0.241524 1.000000 
0.221667 -0.341747 1.000000 
0.333000 -0.286667 1.000000 
0.444333 -0.148951 1.000000 
0.555667 -0.137840 1.000000 
0.667000 -0.253333 1.000000 
0.778333 -0.286191 1.000000 
0.889667 -0.163746 1.000000 
1.001000 -0.070000 1.000000 
-0.001000 0.270000 1.000000 
0.110333 0.302574 1.000000 
0.221667 0.253768 1.000000 
0.333000 0.176699 1.000000 
0.444333 0.171194 1.000000 
0.555667 0.218806 1.000000 
0.667000 0.213301 1.000000 
0.778333 0.136232 1.000000 
0.889667 0.087426 1.000000 
1.001000 0.120000 1.000000 
Zone T="embedding_vol" I=28 J=4 K=4
SOLUTIONTIME=1.000000
DATAPACKING=POINT
-0.001000 -0.170000 0.000000 
0.034113 -0.193031 0.000000 
0.065484 -0.214370 0.000000 
0.093496 -0.233912 0.000000 
0.140967 -0.267182 0.000000 
0.179579 -0.291996 0.000000 
0.212389 -0.307511 0.000000 
0.256029 -0.312733 0.000000 
0.295545 -0.299678 0.000000 
0.333000 -0.272894 0.000000 
0.370111 -0.237462 0.000000 
0.407222 -0.200598 0.000000 
0.444333 -0.170052 0.000000 
0.481444 -0.152281 0.000000 
0.518556 -0.148577 0.000000 
0.555667 -0.158941 0.000000 
0.592778 -0.182080 0.000000 
0.629889 -0.211536 0.000000 
0.667000 -0.239561 0.000000 
0.704455 -0.258869 0.000000 
0.743971 -0.264036 0.000000 
0.787611 -0.250104 0.000000 
0.820421 -0.228040 0.000000 
0.859033 -0.195518 0.000000 
0.906504 -0.152773 0.000000 
0.934516 -0.127640 0.000000 
0.965887 -0.100039 0.000000 
1.001000 -0.070000 0.000000 
-0.001000 -0.023333 0.000000 
0.034113 -0.035745 0.000000 
0.065484 -0.048282 0.000000 
0.093496 -0.060718 0.000000 
0.140967 -0.084390 0.000000 
0.179579 -0.104961 0.000000 
0.212389 -0.120633 0.000000 
0.256029 -0.132379 0.000000 
0.295545 -0.131153 0.000000 
0.333000 -0.119054 0.000000 
0.370111 -0.098733 0.000000 
0.407222 -0.075034 0.000000 
0.444333 -0.053352 0.000000 
0.481444 -0.038401 0.000000 
0.518556 -0.032171 0.000000 
0.555667 -0.035976 0.000000 
0.592778 -0.050084 0.000000 
0.629889 -0.070599 0.000000 
0.667000 -0.092583 0.000000 
0.704455 -0.111212 0.000000 
0.743971 -0.122134 0.000000 
0.787611 -0.121111 0.000000 
0.820421 -0.111729 0.000000 
0.859033 -0.094076 0.000000 
0.906504 -0.067071 0.000000 
0.934516 -0.049724 0.000000 
0.965887 -0.029635 0.000000 
1.001000 -0.006667 0.000000 
-0.001000 0.123333 0.000000 
0.034113 0.121540 0.000000 
0.065484 0.117805 0.000000 
0.093496 0.112475 0.000000 
0.140967 0.098401 0.000000 
0.179579 0.082074 0.000000 
0.212389 0.066246 0.000000 
0.256029 0.047975 0.000000 
0.295545 0.037373 0.000000 
0.333000 0.034786 0.000000 
0.370111 0.039996 0.000000 
0.407222 0.050530 0.000000 
0.444333 0.063347 0.000000 
0.481444 0.075480 0.000000 
0.518556 0.084234 0.000000 
0.555667 0.086989 0.000000 
0.592778 0.081911 0.000000 
0.629889 0.070337 0.000000 
0.667000 0.054396 0.000000 
0.704455 0.036445 0.000000 
0.743971 0.019769 0.000000 
0.787611 0.007882 0.000000 
0.820421 0.004581 0.000000 
0.859033 0.007366 0.000000 
0.906504 0.018630 0.000000 
0.934516 0.028191 0.000000 
0.965887 0.040770 0.000000 
1.001000 0.056667 0.000000 
-0.001000 0.270000 0.000000 
0.034113 0.278825 0.000000 
0.065484 0.283893 0.000000 
0.093496 0.285668 0.000000 
0.140967 0.281193 0.000000 
0.179579 0.269108 0.000000 
0.212389 0.253124 0.000000 
0.256029 0.228329 0.000000 
0.295545 0.205899 0.000000 
0.333000 0.188626 0.000000 
0.370111 0.178726 0.000000 
0.407222 0.176094 0.000000 
0.444333 0.180047 0.000000 
0.481444 0.189360 0.000000 
0.518556 0.200640 0.000000 
0.555667 0.209953 0.000000 
0.592778 0.213906 0.000000 
0.629889 0.211274 0.000000 
0.667000 0.201374 0.000000 
0.704455 0.184101 0.000000 
0.743971 0.161671 0.000000 
0.787611 0.136876 0.000000 
0.820421 0.120892 0.000000 
0.859033 0.108807 0.000000 
0.906504 0.104332 0.000000 
0.934516 0.106107 0.000000 
0.965887 0.111175 0.000000 
1.001000 0.120000 0.000000 
-0.001000 -0.170000 0.333333 
0.034113 -0.193031 0.333333 
0.065484 -0.214370 0.333333 
0.093496 -0.233912 0.333333 
0.140967 -0.267182 0.333333 
0.179579 -0.291996 0.333333 
0.212389 -0.307511 0.333333 
0.256029 -0.312733 0.333333 
0.295545 -0.299678 0.333333 
0.333000 -0.272894 0.333333 
0.370111 -0.237462 0.333333 
0.407222 -0.200598 0.333333 
0.444333 -0.170052 0.333333 
0.481444 -0.152281 0.333333 
0.518556 -0.148577 0.333333 
0.555667 -0.158941 0.333333 
0.592778 -0.182080 0.333333 
0.629889 -0.211536 0.333333 
0.667000 -0.239561 0.333333 
0.704455 -0.258869 0.333333 
0.743971 -0.264036 0.333333 
0.787611 -0.250104 0.333333 
0.820421 -0.228040 0.333333 
0.859033 -0.195518 0.333333 
0.906504 -0.152773 0.333333 
0.934516 -0.127640 0.333333 
0.965887 -0.100039 0.333333 
1.001000 -0.070000 0.333333 
-0.001000 -0.023333 0.333333 
0.034113 -0.035745 0.333333 
0.065484 -0.048282 0.333333 
0.093496 -0.060718 0.333333 
0.140967 -0.084390 0.333333 
0.179579 -0.104961 0.333333 
0.212389 -0.120633 0.333333 
0.256029 -0.132379 0.333333 
0.295545 -0.131153 0.333333 
0.333000 -0.119054 0.333333 
0.370111 -0.098733 0.333333 
0.407222 -0.075034 0.333333 
0.444333 -0.053352 0.333333 
0.481444 -0.038401 0.333333 
0.518556 -0.032171 0.333333 
0.555667 -0.035976 0.333333 
0.592778 -0.050084 0.333333 
0.629889 -0.070599 0.333333 
0.667000 -0.092583 0.333333 
0.704455 -0.111212 0.333333 
0.743971 -0.122134 0.333333 
0.787611 -0.121111 0.333333 
0.820421 -0.111729 0.333333 
0.859033 -0.094076 0.333333 
0.906504 -0.067071 0.333333 
0.934516 -0.049724 0.333333 
0.965887 -0.029635 0.333333 
1.001000 -0.006667 0.333333 
-0.001000 0.123333 0.333333 
0.034113 0.121540 0.333333 
0.065484 0.117805 0.333333 
0.093496 0.112475 0.333333 
0.140967 0.098401 0.333333 
0.179579 0.082074 0.333333 
0.212389 0.066246 0.333333 
0.256029 0.047975 0.333333 
0.295545 0.037373 0.333333 
0.333000 0.034786 0.333333 
0.370111 0.039996 0.333333 
0.407222 0.050530 0.333333 
0.444333 0.063347 0.333333 
0.481444 0.075480 0.333333 
0.518556 0.084234 0.333333 
0.555667 0.086989 0.333333 
0.592778 0.081911 0.333333 
0.629889 0.070337 0.333333 
0.667000 0.054396 0.333333 
0.704455 0.036445 0.333333 
0.743971 0.019769 0.333333 
0.787611 0.007882 0.333333 
0.820421 0.004581 0.333333 
0.859033 0.007366 0.333333 
0.906504 0.018630 0.333333 
0.934516 0.028191 0.333333 
0.965887 0.040770 0.333333 
1.001000 0.056667 0.333333 
-0.001000 0.270000 0.333333 
0.034113 0.278825 0.333333 
0.065484 0.283893 0.333333 
0.093496 0.285668 0.333333 
0.140967 0.281193 0.333333 
0.179579 0.269108 0.333333 
0.212389 0.253124 0.333333 
0.256029 0.228329 0.333333 
0.295545 0.205899 0.333333 
0.333000 0.188626 0.333333 
0.370111 0.178726 0.333333 
0.407222 0.176094 0.333333 
0.444333 0.180047 0.333333 
0.481444 0.189360 0.333333 
0.518556 0.200640 0.333333 
0.555667 0.209953 0.333333 
0.592778 0.213906 0.333333 
0.629889 0.211274 0.333333 
0.667000 0.201374 0.333333 
0.704455 0.184101 0.333333 
0.743971 0.161671 0.333333 
0.787611 0.136876 0.333333 
0.820421 0.120892 0.333333 
0.859033 0.108807 0.333333 
0.906504 0.104332 0.333333 
0.934516 0.106107 0.333333 
0.965887 0.111175 0.333333 
1.001000 0.120000 0.333333 
-0.001000 -0.170000 0.666667 
0.034113 -0.193031 0.666667 
0.065484 -0.214370 0.666667 
0.093496 -0.233912 0.666667 
0.140967 -0.267182 0.666667 
0.179579 -0.291996 0.666667 
0.212389 -0.307511 0.666667 
0.256029 -0.312733 0.666667 
0.295545 -0.299678 0.666667 
