0.217674	66.2743
12.6251	66.4777
24.8149	68.6894
49.6298	88.1751
55.0716	90.9879
61.3842	94.6041
67.0437	97.0153
71.8326	101.435
78.3628	104.649
84.24	107.261
88.3758	110.676
92.294	112.886
95.5591	114.895
98.8242	117.105
102.089	119.315
105.572	121.324
109.273	123.935
112.755	126.145
116.02	128.556
119.503	130.565
122.333	132.775
125.163	134.784
128.428	136.391
131.475	138.199
134.74	140.007
137.57	141.614
