0.120643	-50.0418
3.44892	-49.6797
6.60223	-49.1434
9.75554	-48.607
12.9089	-48.0706
16.2375	-47.3586
19.2159	-46.6479
22.0187	-46.2878
25.172	-45.7514
27.4493	-45.3932
30.2524	-44.8581
33.4055	-44.4967
36.2083	-44.1366
39.1864	-43.6008
42.5149	-43.0638
45.8428	-43.0517
48.9959	-42.6903
51.7985	-42.5052
54.0757	-42.322
56.3529	-42.1387
58.4551	-41.7811
60.9072	-41.7722
64.0603	-41.4108
66.3373	-41.4025
69.1401	-41.0424
71.5925	-40.8585
73.8696	-40.6753
75.7965	-40.4933
77.8983	-40.4857
80.1753	-40.4774
81.9268	-40.471
84.7293	-40.4609
87.5317	-40.4507
90.6842	-40.6142
93.837	-40.6028
96.8146	-40.5919
99.4417	-40.7574
102.069	-41.0978
105.221	-41.0863
108.374	-41.2498
112.052	-41.4115
114.854	-41.4013
117.481	-41.5667
120.459	-41.7309
122.911	-41.722
125.363	-41.888
128.515	-42.0515
131.843	-42.0394
134.82	-42.5536
137.272	-42.5446
139.724	-42.7107
