-0.203169	-25.7217
2.24896	-25.7128
4.3506	-25.8802
6.9775	-26.2206
8.90398	-26.3885
10.6553	-26.5572
12.9317	-27.0738
15.3839	-27.0649
17.6606	-27.2316
20.1124	-27.5726
22.0389	-27.7406
24.1405	-27.908
26.2421	-28.0753
28.6941	-28.2414
30.6208	-28.2344
33.5976	-28.9234
36.3991	-29.7881
39.0254	-30.6534
41.3014	-31.52
43.9278	-32.3854
46.3793	-32.9014
49.181	-33.5911
51.6325	-34.1071
54.2593	-34.6225
56.8862	-34.9629
59.5129	-35.4783
61.9648	-35.6443
64.7667	-36.1591
67.3938	-36.3245
69.8455	-36.6655
71.9472	-36.8329
74.5742	-36.9983
77.0262	-37.1644
79.8284	-37.3292
82.4557	-37.3196
85.4329	-37.6587
87.3598	-37.4768
91.0378	-37.6384
95.0663	-37.6238
98.394	-37.7866
101.722	-38.1245
104.874	-38.288
108.027	-38.4515
111.529	-38.7888
114.331	-39.1285
117.834	-39.1158
120.987	-39.4543
123.964	-39.6185
126.942	-39.7826
130.444	-39.9449
133.422	-40.284
136.574	-40.4475
139.727	-40.611
