0.00019059	0.174973
2.10354	.174973 # Modified this one
3.33094	2.81166
4.9096	4.91707
6.83989	8.24857
8.24397	10.8783
9.82377	14.0335
10.8774	16.487
11.9307	18.7654
12.9839	20.8689
14.3882	23.6736
15.4414	25.7771
16.6698	27.8812
18.0735	30.161
19.6525	32.6163
21.5818	35.073
24.2131	38.7569
26.6685	41.7404
28.9483	44.3733
30.8775	46.6549
33.3325	49.2884
36.138	52.0982
38.4174	54.3811
41.7495	58.2426
44.0284	60.0006
48.9374	64.3928
51.5672	66.677
54.0218	68.9606
56.3007	70.7186
58.7549	72.6522
61.2095	74.9357
63.8391	77.045
65.7673	78.4517
71.5524	83.197
74.7078	85.6581
77.5128	87.9429
80.493	90.4034
82.2463	91.9845
85.5768	94.4462
88.2064	96.5555
91.5371	99.1922
94.5174	101.653
96.446	103.409
99.7765	105.871
102.757	108.157
105.211	110.265
108.366	112.551
110.645	114.309
113.801	116.945
116.43	119.055
119.761	121.516
122.215	123.625
124.845	125.734
128	128.02
130.454	129.954
133.084	132.063
135.538	133.822
139.044	136.634
140.447	138.039
